,all_locations,location_object,lat_long,quality,api_address
1986,S Indiana Ave And E 107th St,"<[OK] Bing - Geocode [S Indiana Ave & E 107th St, Chicago, IL 60628]>","[41.699939, -87.618445]",RoadIntersection,"S Indiana Ave & E 107th St, Chicago, IL 60628"
1987,S Jeffery Blvd And E 80th St,"<[OK] Bing - Geocode [S Jeffery Blvd & E 80th St, Chicago, IL 60617]>","[41.749793, -87.575957]",RoadIntersection,"S Jeffery Blvd & E 80th St, Chicago, IL 60617"
1988,S Longwood Dr And W 115th St,"<[OK] Bing - Geocode [S Longwood Dr & W 115th St, Chicago, IL 60643]>","[41.684635, -87.673436]",RoadIntersection,"S Longwood Dr & W 115th St, Chicago, IL 60643"
1989,N Nagel And W Gregory St,"<[OK] Bing - Geocode [W Gregory St, Chicago, IL 60656]>","[41.9819012503438, -87.8026285000033]",RoadBlock,"W Gregory St, Chicago, IL 60656"
1990,N Mont Clare Ave And W Foster Ave,"<[OK] Bing - Geocode [N Mont Clare Ave & W Foster Ave, Chicago, IL 60656]>","[41.975469, -87.804736]",RoadIntersection,"N Mont Clare Ave & W Foster Ave, Chicago, IL 60656"
1991,N Southport Ave And W School St,"<[OK] Bing - Geocode [N Southport Ave & W School St, Chicago, IL 60657]>","[41.94162, -87.663882]",RoadIntersection,"N Southport Ave & W School St, Chicago, IL 60657"
1992,N Mcalpin Ave And N Hiawatha Ave,"<[OK] Bing - Geocode [N McAlpin Ave & N Hiawatha Ave, Chicago, IL 60646]>","[42.00936, -87.779795]",RoadIntersection,"N McAlpin Ave & N Hiawatha Ave, Chicago, IL 60646"
1993,N Melvina Ave And W Grand Ave,"<[OK] Bing - Geocode [N Melvina Ave & W Grand Ave, Chicago, IL 60639]>","[41.921475, -87.780464]",RoadIntersection,"N Melvina Ave & W Grand Ave, Chicago, IL 60639"
1994,E Burton Pl And N State Pkwy,"<[OK] Bing - Geocode [E Burton Pl & N State Pkwy, Chicago, IL 60610]>","[41.9094779, -87.6288301]",RoadIntersection,"E Burton Pl & N State Pkwy, Chicago, IL 60610"
1995,E Delaware Pl And N Michigan Ave,"<[OK] Bing - Geocode [E Delaware Pl & N Michigan Ave, Chicago, IL 60611]>","[41.899232, -87.624204]",RoadIntersection,"E Delaware Pl & N Michigan Ave, Chicago, IL 60611"
1996,E Jackson Blvd And S Wabash Ave,"<[OK] Bing - Geocode [E Jackson Blvd & S Wabash Ave, Chicago, IL 60604]>","[41.87825, -87.626068]",RoadIntersection,"E Jackson Blvd & S Wabash Ave, Chicago, IL 60604"
1997,E Ohio St And N State St,"<[OK] Bing - Geocode [E Ohio St & N State St, Chicago, IL 60611]>","[41.892492, -87.628083]",RoadIntersection,"E Ohio St & N State St, Chicago, IL 60611"
1998,N Artesian Ave And W Ohio St,"<[OK] Bing - Geocode [N Artesian Ave & W Ohio St, Chicago, IL 60612]>","[41.892111, -87.688015]",RoadIntersection,"N Artesian Ave & W Ohio St, Chicago, IL 60612"
1999,N Austin Ave And W Waveland Ave,"<[OK] Bing - Geocode [N Austin Ave & W Waveland Ave, Chicago, IL 60634]>","[41.947589, -87.776547]",RoadIntersection,"N Austin Ave & W Waveland Ave, Chicago, IL 60634"
2000,N Campbell Ave And W Fullerton Ave,"<[OK] Bing - Geocode [N Campbell Ave & W Fullerton Ave, Chicago, IL 60647]>","[41.924922, -87.690082]",RoadIntersection,"N Campbell Ave & W Fullerton Ave, Chicago, IL 60647"
2001,N Central Ave And W Wrightwood Ave,"<[OK] Bing - Geocode [N Central Ave & W Wrightwood Ave, Chicago, IL 60639]>","[41.9276558, -87.7660928]",RoadIntersection,"N Central Ave & W Wrightwood Ave, Chicago, IL 60639"
2002,N Cicero Ave And W Glenlake Ave,"<[OK] Bing - Geocode [N Cicero Ave & W Glenlake Ave, Chicago, IL 60646]>","[41.9914013, -87.7483308]",RoadIntersection,"N Cicero Ave & W Glenlake Ave, Chicago, IL 60646"
2003,N Cleveland Ave And W Belden Ave,"<[OK] Bing - Geocode [N Cleveland Ave & W Belden Ave, Chicago, IL 60614]>","[41.923736, -87.641393]",RoadIntersection,"N Cleveland Ave & W Belden Ave, Chicago, IL 60614"
2004,N California Ave And W George St,"<[OK] Bing - Geocode [N California Ave & W George St, Chicago, IL 60618]>","[41.9344172, -87.6976618]",RoadIntersection,"N California Ave & W George St, Chicago, IL 60618"
2005,N Lincoln Ave And W Peterson Ave,"<[OK] Bing - Geocode [N Lincoln Ave, Chicago, IL 60657]>","[41.9377567502215, -87.6659440494145]",RoadBlock,"N Lincoln Ave, Chicago, IL 60657"
2006,N Greenview Ave And W Division St,"<[OK] Bing - Geocode [N Greenview Ave & W Division St, Chicago, IL 60642]>","[41.903401, -87.66501]",RoadIntersection,"N Greenview Ave & W Division St, Chicago, IL 60642"
2007,N Hamlin Ave And W Palmer St,"<[OK] Bing - Geocode [N Hamlin Ave & W Palmer St, Chicago, IL 60647]>","[41.9208925, -87.7217882]",RoadIntersection,"N Hamlin Ave & W Palmer St, Chicago, IL 60647"
2008,N Hiawatha Ave And N Jean Ave,"<[OK] Bing - Geocode [N Hiawatha Ave & N Jean Ave, Chicago, IL 60646]>","[42.0050874, -87.7740623]",RoadIntersection,"N Hiawatha Ave & N Jean Ave, Chicago, IL 60646"
2009,4700 N Keating Ave,"<[OK] Bing - Geocode [4700 N Keating Ave, Chicago, IL 60630]>","[41.973467632300256, -87.74697507738549]",Address,"4700 N Keating Ave, Chicago, IL 60630"
2010,N Kedzie Ave And W Diversey Ave,"<[OK] Bing - Geocode [N Kedzie Ave & W Diversey Ave, Chicago, IL 60618]>","[41.932049, -87.707402]",RoadIntersection,"N Kedzie Ave & W Diversey Ave, Chicago, IL 60618"
2011,N Kercheval Ave And N Kirby Ave,"<[OK] Bing - Geocode [N Kercheval Ave & N Kirby Ave, Chicago, IL 60646]>","[41.9851252, -87.7450675]",RoadIntersection,"N Kercheval Ave & N Kirby Ave, Chicago, IL 60646"
2012,N Lemont Ave And N Hiawatha Ave,"<[OK] Bing - Geocode [N Lemont Ave & N Hiawatha Ave, Chicago, IL 60646]>","[41.992139, -87.7464513]",RoadIntersection,"N Lemont Ave & N Hiawatha Ave, Chicago, IL 60646"
2013,N Elston Ave And N Luna Ave,"<[OK] Bing - Geocode [N Elston Ave & N Luna Ave, Chicago, IL 60646]>","[41.9842237, -87.7667881]",RoadIntersection,"N Elston Ave & N Luna Ave, Chicago, IL 60646"
2014,N Sheridan Rd And W Howard St,"<[OK] Bing - Geocode [N Sheridan Rd & W Howard St, Chicago, IL 60626]>","[42.019268, -87.666073]",RoadIntersection,"N Sheridan Rd & W Howard St, Chicago, IL 60626"
2015,N Sauganash Ave And N Tripp Ave,"<[OK] Bing - Geocode [N Sauganash Ave & N Tripp Ave, Chicago, IL 60646]>","[41.9911921, -87.7352474]",RoadIntersection,"N Sauganash Ave & N Tripp Ave, Chicago, IL 60646"
2016,N Sacramento Ave And W Jerome St,"<[OK] Bing - Geocode [N Sacramento Ave & W Jerome St, Chicago, IL 60645]>","[42.018335, -87.70432]",RoadIntersection,"N Sacramento Ave & W Jerome St, Chicago, IL 60645"
2017,N Rockwell St And W Wabansia Ave,"<[OK] Bing - Geocode [N Rockwell St & W Wabansia Ave, Chicago, IL 60647]>","[41.912097, -87.692115]",RoadIntersection,"N Rockwell St & W Wabansia Ave, Chicago, IL 60647"
2018,N Pulaski Rd And W Peterson Ave,"<[OK] Bing - Geocode [N Pulaski Rd & W Peterson Ave, Chicago, IL 60646]>","[41.9901482, -87.7286502]",RoadIntersection,"N Pulaski Rd & W Peterson Ave, Chicago, IL 60646"
2019,N Ozanam Ave And W Bryn Mawr Ave,"<[OK] Bing - Geocode [N Ozanam Ave & W Bryn Mawr Ave, Chicago, IL 60631]>","[41.981437, -87.821771]",RoadIntersection,"N Ozanam Ave & W Bryn Mawr Ave, Chicago, IL 60631"
2020,N Odell Ave And W Chase Ave,"<[OK] Bing - Geocode [N Odell Ave & W Chase Ave, Chicago, IL 60631]>","[42.0134361, -87.8102752]",RoadIntersection,"N Odell Ave & W Chase Ave, Chicago, IL 60631"
2021,N Springfield Ave And W Addison St,"<[OK] Bing - Geocode [N Springfield Ave & W Addison St, Chicago, IL 60618]>","[41.946423, -87.72495]",RoadIntersection,"N Springfield Ave & W Addison St, Chicago, IL 60618"
2022,N Racine Ave And W Melrose St,"<[OK] Bing - Geocode [N Racine Ave & W Melrose St, Chicago, IL 60657]>","[41.940737, -87.6589814]",RoadIntersection,"N Racine Ave & W Melrose St, Chicago, IL 60657"
2023,N State St And W Lake St,"<[OK] Bing - Geocode [N State St & W Lake St, Chicago, IL 60601]>","[41.8858344, -87.6280104]",RoadIntersection,"N State St & W Lake St, Chicago, IL 60601"
2024,S Loomis St And W 15th St,"<[OK] Bing - Geocode [S Loomis St & W 15th St, Chicago, IL 60608]>","[41.8615333, -87.6614108]",RoadIntersection,"S Loomis St & W 15th St, Chicago, IL 60608"
2025,404 N Western Ave,"<[OK] Bing - Geocode [404 N Western Ave, Chicago, IL 60612]>","[41.888777, -87.687006]",Address,"404 N Western Ave, Chicago, IL 60612"
2026,S Bishop St And W 109th Pl,"<[OK] Bing - Geocode [S Bishop St & W 109th Pl, Chicago, IL 60643]>","[41.694875, -87.658609]",RoadIntersection,"S Bishop St & W 109th Pl, Chicago, IL 60643"
2027,S Blue Island Ave And S Racine Ave,"<[OK] Bing - Geocode [S Blue Island Ave & S Racine Ave, Chicago, IL 60608]>","[41.863296, -87.65657]",RoadIntersection,"S Blue Island Ave & S Racine Ave, Chicago, IL 60608"
2028,S Canal St And W Monroe St,"<[OK] Bing - Geocode [S Canal St & W Monroe St, Chicago, IL 60606]>","[41.880606, -87.639672]",RoadIntersection,"S Canal St & W Monroe St, Chicago, IL 60606"
2029,S Clinton St And W Madison St,"<[OK] Bing - Geocode [S Clinton St & W Madison St, Chicago, IL 60661]>","[41.881867, -87.641176]",RoadIntersection,"S Clinton St & W Madison St, Chicago, IL 60661"
2030,S Dorchester Ave And E 58th St,"<[OK] Bing - Geocode [S Dorchester Ave & E 58th St, Chicago, IL 60637]>","[41.789674, -87.591539]",RoadIntersection,"S Dorchester Ave & E 58th St, Chicago, IL 60637"
2031,S Harper Ave And E 58th St,"<[OK] Bing - Geocode [Chicago, IL]>","[41.88322830200195, -87.63240051269531]",PopulatedPlace,"Chicago, IL"
2032,S Jefferson St And W Harrison St,"<[OK] Bing - Geocode [S Jefferson St & W Harrison St, Chicago, IL 60607]>","[41.874329, -87.6424446]",RoadIntersection,"S Jefferson St & W Harrison St, Chicago, IL 60607"
2033,S Kenwood Ave And E 61st St,"<[OK] Bing - Geocode [S Kenwood Ave & E 61st St, Chicago, IL 60637]>","[41.7841846, -87.5931106]",RoadIntersection,"S Kenwood Ave & E 61st St, Chicago, IL 60637"
2034,N Natchez Ave And W Gregory St,"<[OK] Bing - Geocode [N Natchez Ave & W Gregory St, Chicago, IL 60656]>","[41.982048, -87.7889406]",RoadIntersection,"N Natchez Ave & W Gregory St, Chicago, IL 60656"
2035,N Virginia Ave And W Balmoral Ave,"<[OK] Bing - Geocode [N Virginia Ave & W Balmoral Ave, Chicago, IL 60625]>","[41.9794583, -87.7039384]",RoadIntersection,"N Virginia Ave & W Balmoral Ave, Chicago, IL 60625"
2036,N Morgan St And W Huron St,"<[OK] Bing - Geocode [N Morgan St & W Huron St, Chicago, IL 60642]>","[41.895043, -87.652624]",RoadIntersection,"N Morgan St & W Huron St, Chicago, IL 60642"
2037,N Mendota Ave And N Ionia Ave,"<[OK] Bing - Geocode [N Mendota Ave & N Ionia Ave, Chicago, IL 60646]>","[42.0081089, -87.7754839]",RoadIntersection,"N Mendota Ave & N Ionia Ave, Chicago, IL 60646"
2038,N Mcalpin Ave And N Medford Ave,"<[OK] Bing - Geocode [N McAlpin Ave & N Medford Ave, Chicago, IL 60646]>","[42.0077986, -87.7835585]",RoadIntersection,"N McAlpin Ave & N Medford Ave, Chicago, IL 60646"
2039,E Chicago Ave And E 38 ,"<[OK] Bing - Geocode [38 E Chicago Ave, Chicago, IL 60611]>","[41.8969151, -87.6265341]",Address,"38 E Chicago Ave, Chicago, IL 60611"
2040,E Goethe St And N State Pkwy,"<[OK] Bing - Geocode [E Goethe St & N State Pkwy, Chicago, IL 60610]>","[41.9058145, -87.6287349]",RoadIntersection,"E Goethe St & N State Pkwy, Chicago, IL 60610"
2041,E North Ave And N State Pkwy,"<[OK] Bing - Geocode [E North Ave & N State Pkwy, Chicago, IL 60610]>","[41.911222, -87.6288633]",RoadIntersection,"E North Ave & N State Pkwy, Chicago, IL 60610"
2042,E Schiller St And N State Pkwy,"<[OK] Bing - Geocode [E Schiller St & N State Pkwy, Chicago, IL 60610]>","[41.9078001, -87.6288027]",RoadIntersection,"E Schiller St & N State Pkwy, Chicago, IL 60610"
2043,N Austin Ave And W Belmont Ave,"<[OK] Bing - Geocode [N Austin Ave & W Belmont Ave, Chicago, IL 60634]>","[41.938456, -87.776192]",RoadIntersection,"N Austin Ave & W Belmont Ave, Chicago, IL 60634"
2044,N Broadway And W Wilson Ave,"<[OK] Bing - Geocode [N Broadway & W Wilson Ave, Chicago, IL 60640]>","[41.965435, -87.657475]",RoadIntersection,"N Broadway & W Wilson Ave, Chicago, IL 60640"
2045,N California Ave And W Roscoe St,"<[OK] Bing - Geocode [N California Ave & W Roscoe St, Chicago, IL 60618]>","[41.9428, -87.697907]",RoadIntersection,"N California Ave & W Roscoe St, Chicago, IL 60618"
2046,N Campbell Ave And W Wabansia Ave,"<[OK] Bing - Geocode [N Campbell Ave & W Wabansia Ave, Chicago, IL 60647]>","[41.912115, -87.689688]",RoadIntersection,"N Campbell Ave & W Wabansia Ave, Chicago, IL 60647"
2047,N Central Park Ave And W Diversey Ave,"<[OK] Bing - Geocode [N Central Park Ave & W Diversey Ave, Chicago, IL 60647]>","[41.931932, -87.717187]",RoadIntersection,"N Central Park Ave & W Diversey Ave, Chicago, IL 60647"
2048,N Cicero Ave And W Montrose Ave,"<[OK] Bing - Geocode [N Cicero Ave & W Montrose Ave, Chicago, IL 60641]>","[41.9607426, -87.7475351]",RoadIntersection,"N Cicero Ave & W Montrose Ave, Chicago, IL 60641"
2049,E Banks St And N State Pkwy,"<[OK] Bing - Geocode [E Banks St & N State Pkwy, Chicago, IL 60610]>","[41.9067722, -87.6287772]",RoadIntersection,"E Banks St & N State Pkwy, Chicago, IL 60610"
2050,N Elston Ave And W Bryn Mawr Ave,"<[OK] Bing - Geocode [N Elston Ave & W Bryn Mawr Ave, Chicago, IL 60630]>","[41.9830509, -87.764528]",RoadIntersection,"N Elston Ave & W Bryn Mawr Ave, Chicago, IL 60630"
2051,N Halsted St And W Evergreen Ave,"<[OK] Bing - Geocode [N Halsted St & W Evergreen Ave, Chicago, IL 60642]>","[41.906417, -87.64814]",RoadIntersection,"N Halsted St & W Evergreen Ave, Chicago, IL 60642"
2052,N Kasson Ave And N Karlov Ave,"<[OK] Bing - Geocode [N Kasson Ave & N Karlov Ave, Chicago, IL 60630]>","[41.9625709, -87.7303157]",RoadIntersection,"N Kasson Ave & N Karlov Ave, Chicago, IL 60630"
2053,N Keating Ave And W Leland Ave,"<[OK] Bing - Geocode [N Keating Ave & W Leland Ave, Chicago, IL 60630]>","[41.9662373, -87.746472]",RoadIntersection,"N Keating Ave & W Leland Ave, Chicago, IL 60630"
2054,N Kedzie Blvd And W Wrightwood Ave,"<[OK] Bing - Geocode [N Kedzie Blvd & W Wrightwood Ave, Chicago, IL 60647]>","[41.928574, -87.707738]",RoadIntersection,"N Kedzie Blvd & W Wrightwood Ave, Chicago, IL 60647"
2055,N Laramie Ave And W Fullerton Ave,"<[OK] Bing - Geocode [N Laramie Ave & W Fullerton Ave, Chicago, IL 60639]>","[41.924168, -87.756138]",RoadIntersection,"N Laramie Ave & W Fullerton Ave, Chicago, IL 60639"
2056,N Lincoln Ave And N Drake Ave,"<[OK] Bing - Geocode [N Lincoln Ave & N Drake Ave, Chicago, IL 60659]>","[41.996589, -87.717445]",RoadIntersection,"N Lincoln Ave & N Drake Ave, Chicago, IL 60659"
2057,N Long Ave And W Agatite Ave,"<[OK] Bing - Geocode [N Long Ave & W Agatite Ave, Chicago, IL 60630]>","[41.961469, -87.7623455]",RoadIntersection,"N Long Ave & W Agatite Ave, Chicago, IL 60630"
2058,N Cumberland Ave And W Lawrence Ave,"<[OK] Bing - Geocode [N Cumberland Ave & W Lawrence Ave, Chicago, IL 60706]>","[41.9666233, -87.8366769]",RoadIntersection,"N Cumberland Ave & W Lawrence Ave, Chicago, IL 60706"
2059,N Sacramento Blvd And W Grand Ave,"<[OK] Bing - Geocode [N Sacramento Blvd & W Grand Ave, Chicago, IL 60622]>","[41.896664, -87.702502]",RoadIntersection,"N Sacramento Blvd & W Grand Ave, Chicago, IL 60622"
2060,N Sacramento Ave And W Belmont Ave,"<[OK] Bing - Geocode [N Sacramento Ave & W Belmont Ave, Chicago, IL 60618]>","[41.939376, -87.702695]",RoadIntersection,"N Sacramento Ave & W Belmont Ave, Chicago, IL 60618"
2061,N Richmond St And W Montrose Ave,"<[OK] Bing - Geocode [N Richmond St & W Montrose Ave, Chicago, IL 60618]>","[41.961253, -87.702153]",RoadIntersection,"N Richmond St & W Montrose Ave, Chicago, IL 60618"
2062,N Newark Ave And W Ardmore Ave,"<[OK] Bing - Geocode [N Newark Ave & W Ardmore Ave, Chicago, IL 60631]>","[41.9864484, -87.7960885]",RoadIntersection,"N Newark Ave & W Ardmore Ave, Chicago, IL 60631"
2063,N Pacific Ave And W Byron St,"<[OK] Bing - Geocode [N Pacific Ave & W Byron St, Chicago, IL 60634]>","[41.950483, -87.82689]",RoadIntersection,"N Pacific Ave & W Byron St, Chicago, IL 60634"
2064,N Oketo Ave And W Grace St,"<[OK] Bing - Geocode [N Oketo Ave & W Grace St, Chicago, IL 60634]>","[41.9488209, -87.8120434]",RoadIntersection,"N Oketo Ave & W Grace St, Chicago, IL 60634"
2065,N Octavia Ave And W Cornelia Ave,"<[OK] Bing - Geocode [N Octavia Ave & W Cornelia Ave, Chicago, IL 60634]>","[41.943398, -87.809342]",RoadIntersection,"N Octavia Ave & W Cornelia Ave, Chicago, IL 60634"
2066,N Sedgwick St And W Armitage Ave,"<[OK] Bing - Geocode [N Sedgwick St & W Armitage Ave, Chicago, IL 60614]>","[41.918348, -87.638793]",RoadIntersection,"N Sedgwick St & W Armitage Ave, Chicago, IL 60614"
2067,N Pulaski Rd And W Waveland Ave,"<[OK] Bing - Geocode [N Pulaski Rd & W Waveland Ave, Chicago, IL 60641]>","[41.948204, -87.727446]",RoadIntersection,"N Pulaski Rd & W Waveland Ave, Chicago, IL 60641"
2068,N Southport Ave And W Byron St,"<[OK] Bing - Geocode [N Southport Ave & W Byron St, Chicago, IL 60613]>","[41.952551, -87.66414]",RoadIntersection,"N Southport Ave & W Byron St, Chicago, IL 60613"
2069,S Blue Island Ave And W 15th St,"<[OK] Bing - Geocode [S Blue Island Ave & W 15th St, Chicago, IL 60608]>","[41.8616132, -87.6580339]",RoadIntersection,"S Blue Island Ave & W 15th St, Chicago, IL 60608"
2070,N Troy St And W George St,"<[OK] Bing - Geocode [N Troy St & W George St, Chicago, IL 60618]>","[41.933886, -87.706236]",RoadIntersection,"N Troy St & W George St, Chicago, IL 60618"
2071,N Virginia Ave And W Bryn Mawr Ave,"<[OK] Bing - Geocode [N Virginia Ave & W Bryn Mawr Ave, Chicago, IL 60625]>","[41.983091, -87.705071]",RoadIntersection,"N Virginia Ave & W Bryn Mawr Ave, Chicago, IL 60625"
2072,N Western Ave And W Logan Blvd,"<[OK] Bing - Geocode [N Western Ave & W Logan Blvd, Chicago, IL 60647]>","[41.9286598, -87.6876714]",RoadIntersection,"N Western Ave & W Logan Blvd, Chicago, IL 60647"
2073,S Blackstone Ave And E 58th St,"<[OK] Bing - Geocode [S Blackstone Ave & E 58th St, Chicago, IL 60637]>","[41.78968, -87.590213]",RoadIntersection,"S Blackstone Ave & E 58th St, Chicago, IL 60637"
2074,S Clark St And W 16th St,"<[OK] Bing - Geocode [S Clark St & W 16th St, Chicago, IL 60605]>","[41.860122, -87.630255]",RoadIntersection,"S Clark St & W 16th St, Chicago, IL 60605"
2075,S Damen Ave And W 35th St,"<[OK] Bing - Geocode [S Damen Ave & W 35th St, Chicago, IL 60609]>","[41.8304056, -87.6752946]",RoadIntersection,"S Damen Ave & W 35th St, Chicago, IL 60609"
2076,S Elizabeth St And W 60th St,"<[OK] Bing - Geocode [S Elizabeth St & W 60th St, Chicago, IL 60636]>","[41.785065, -87.655873]",RoadIntersection,"S Elizabeth St & W 60th St, Chicago, IL 60636"
2077,5421 S Hyde Park Blvd,"<[OK] Bing - Geocode [5421 S Hyde Park Blvd, Chicago, IL 60615]>","[41.7974081, -87.5835947]",Address,"5421 S Hyde Park Blvd, Chicago, IL 60615"
2078,S Jeffery Blvd And E 72nd St,"<[OK] Bing - Geocode [S Jeffery Blvd & E 72nd St, Chicago, IL 60649]>","[41.7643439, -87.5762686]",RoadIntersection,"S Jeffery Blvd & E 72nd St, Chicago, IL 60649"
2079,N Nagel And N Northwest Hwy,"<[OK] Bing - Geocode [N Northwest Hwy, Chicago, IL 60631]>","[41.9872341019607, -87.7900691960077]",RoadBlock,"N Northwest Hwy, Chicago, IL 60631"
2080,N St Louis Ave And W Chicago Ave,"<[OK] Bing - Geocode [N Saint Louis Ave & W Chicago Ave, Chicago, IL 60651]>","[41.895518, -87.713906]",RoadIntersection,"N Saint Louis Ave & W Chicago Ave, Chicago, IL 60651"
2081,N Milwaukee Ave And N Austin Ave,"<[OK] Bing - Geocode [N Milwaukee Ave & N Austin Ave, Chicago, IL 60646]>","[41.9855374, -87.7768161]",RoadIntersection,"N Milwaukee Ave & N Austin Ave, Chicago, IL 60646"
2082,N Elston Ave And W School St,"<[OK] Bing - Geocode [N Elston Ave & W School St, Chicago, IL 60618]>","[41.941363, -87.701141]",RoadIntersection,"N Elston Ave & W School St, Chicago, IL 60618"
2083,N Long Ave And W Belmont Ave,"<[OK] Bing - Geocode [N Long Ave & W Belmont Ave, Chicago, IL 60641]>","[41.9386533, -87.7615949]",RoadIntersection,"N Long Ave & W Belmont Ave, Chicago, IL 60641"
2084,E Bellevue Pl And N State St,"<[OK] Bing - Geocode [E Bellevue Pl & N State St, Chicago, IL 60611]>","[41.901537, -87.628347]",RoadIntersection,"E Bellevue Pl & N State St, Chicago, IL 60611"
2085,E Congress Pkwy And S Wabash Ave,"<[OK] Bing - Geocode [Chicago, IL]>","[41.88322830200195, -87.63240051269531]",PopulatedPlace,"Chicago, IL"
2086,E Harrison St And S State St,"<[OK] Bing - Geocode [E Harrison St & S State St, Chicago, IL 60605]>","[41.8743701, -87.6275143]",RoadIntersection,"E Harrison St & S State St, Chicago, IL 60605"
2087,232 E Ohio St,"<[OK] Bing - Geocode [232 E Ohio St, Chicago, IL 60611]>","[41.892795, -87.621135]",Address,"232 E Ohio St, Chicago, IL 60611"
2088,N Albany Ave And W Leland Ave,"<[OK] Bing - Geocode [N Albany Ave & W Leland Ave, Chicago, IL 60625]>","[41.966648, -87.706007]",RoadIntersection,"N Albany Ave & W Leland Ave, Chicago, IL 60625"
