,Unnamed: 0,location_name,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
1288,1489,On W Van Buren St From S Western Ave To S Leavitt St,W Van Buren St And S Western Ave,W Van Buren St And S Leavitt St,"[41.876105, -87.686389]","[41.876187, -87.681416]",170312808001,170318380001
1289,1490,On W Wilcox St From S California Ave To S Washtenaw Ave,W Wilcox St And S California Ave,W Wilcox St And S Washtenaw Ave,"[41.879281, -87.69626]","[41.879271, -87.6937795]",170318370002,170318374002
1290,1491,On W Windsor Ave From N Menard Ave To N Major Ave,W Windsor Ave And N Menard Ave,W Windsor Ave And N Major Ave,"[41.963208, -87.7722003]","[41.963254, -87.769755]",170311504012,170311504012
1291,1494,On W Institute Pl From N Orleans St To N Wells St,W Institute Pl And N Orleans St,W Institute Pl And N Wells St,"[41.897393, -87.637192]","[41.8974081, -87.6342284]",170310818002,170310810005
1292,1496,On W Greenleaf Ave From N Francisco Ave To N California Ave,W Greenleaf Ave And N Francisco Ave,W Greenleaf Ave And N California Ave,"[42.009343, -87.702158]","[42.009397, -87.699776]",170310203013,170310203013
1293,1497,On W 26th St From S Lawndale Ave To S Homan Ave,W 26th St And S Lawndale Ave,W 26th St And S Homan Ave,"[41.844361, -87.717233]","[41.844478, -87.709893]",170313006002,170313008002
1294,1498,On W 77th St From S Wallace St To S Fielding Ave,W 77th St And S Wallace St,W 77th St And S Fielding Ave,"[41.754349, -87.639858]","[41.75436, -87.6377307]",170317101001,170316912003
1295,1499,On W 94th St From S Longwood Dr To S Vanderpoel Ave,W 94th St And S Longwood Dr,W 94th St And S Vanderpoel Ave,"[41.7230281, -87.6682752]","[41.7230336, -87.6662984]",170317201003,170317201003
1296,1500,On W 95th St From S Normal Ave To S Eggleston Ave,W 95th St And S Normal Ave,W 95th St And S Eggleston Ave,"[41.721596, -87.63594]","[41.721516, -87.633968]",170317305001,170317305001
1297,1501,On W Addison St From N Karlov Ave To N Pulaski Rd,W Addison St And N Karlov Ave,W Addison St And N Pulaski Rd,"[41.94637, -87.729224]","[41.946395, -87.727401]",170311610002,170311609002
1298,1502,On W Addison St From N Page Ave To N Pacific Ave,W Addison St And N Page Ave,W Addison St And N Pacific Ave,"[41.945001, -87.8279076]","[41.9450403, -87.8267262]",170311705004,170311705001
1299,1503,On W Arthur Ave From N Sheridan Rd To N Glenwood Ave,W Arthur Ave And N Sheridan Rd,W Arthur Ave And N Glenwood Ave,"[42.000347, -87.660671]","[42.0003922, -87.6655858]",170310104003,170310106003
1300,1504,On W Columbia Ave From N Sheridan Rd To N Glenwood Ave,W Columbia Ave And N Sheridan Rd,W Columbia Ave And N Glenwood Ave,"[42.0045453, -87.6608265]","[42.0044712, -87.6656926]",170310104003,170310105022
1301,1505,On W Cullom Ave From N Linder Ave To N Long Ave,W Cullom Ave And N Linder Ave,W Cullom Ave And N Long Ave,"[41.958706, -87.764694]","[41.9587304, -87.7622654]",170311503005,170311503005
1302,1506,On W Devon Ave From N Ridge Ave To N Ravenswood Ave,W Devon Ave And N Ridge Ave,W Devon Ave And N Ravenswood Ave,"[41.997912, -87.676832]","[41.997931, -87.674999]",170310209021,170310303001
1303,1507,On W Estes Ave From N Sacramento Ave To N California Ave,W Estes Ave And N Sacramento Ave,W Estes Ave And N California Ave,"[42.0101743, -87.7044833]","[42.0102691, -87.6997454]",170310203013,170310203021
1304,1508,On W Fitch Ave From N Francisco Ave To N California Ave,W Fitch Ave And N Francisco Ave,W Fitch Ave And N California Ave,"[42.011137, -87.702101]","[42.011207, -87.699746]",170310203013,170310203013
1305,1509,On W Flournoy St From S Central Ave To S Homan Ave,W Flournoy St And S Central Ave,W Flournoy St And S Homan Ave,"[41.871829, -87.7645011]","[41.872736, -87.710762]",170318314002,170312715001
1306,1510,On W Forest Preserve Ave From N Osage Ave To N Ozanam Ave,W Forest Preserve Ave And N Osage Ave,W Forest Preserve Ave And N Ozanam Ave,"[41.9452951, -87.8249102]","[41.946638, -87.822075]",170311705001,170311705001
1307,1511,On W Gladys Ave From S Kolmar Ave To S Kostner Ave,W Gladys Ave And S Kolmar Ave,W Gladys Ave And S Kostner Ave,"[41.8760167, -87.7394693]","[41.8760605, -87.7353218]",170312605001,170312605001
1308,1514,10400-10450 S State St,10400 S State St,10450 S State St,"[41.70519999677576, -87.62354060944698]","[41.703825, -87.623769]",170314910001,170314910001
1309,1515,On E 69th Pl From S Dorchester Ave To S Stony Island Ave,E 69th Pl And S Dorchester Ave,E 69th Pl And S Stony Island Ave,"[41.7687417, -87.5910977]","[41.768773, -87.586349]",170314303003,170314302003
1310,1516,On N Melvina Ave From W Catalpa Ave To W Rascher Ave,N Melvina Ave And W Catalpa Ave,N Melvina Ave And W Rascher Ave,"[41.9810773, -87.7835402]","[41.9802014, -87.7835249]",170311103001,170311103001
1311,1517,On N Monitor Ave From N Marmora Ave To W Catalpa Ave,N Monitor Ave And N Marmora Ave,N Monitor Ave And W Catalpa Ave,"[41.982018, -87.775645]","[41.9810609, -87.7744248]",170311102002,170311102002
1312,1518,On N Mozart St From W Ainslie St To W Argyle St,N Mozart St And W Ainslie St,N Mozart St And W Argyle St,"[41.970717, -87.699975]","[41.972172, -87.700037]",170310403003,170310403003
1313,1519,On N Neva Ave From W Diversey Ave To W Schubert Ave,N Neva Ave And W Diversey Ave,N Neva Ave And W Schubert Ave,"[41.930811, -87.805226]","[41.9289662, -87.805194]",170311801005,170318316003
1314,1520,On N Northcott Ave From W Hurlbut St To W Somerset Ave,N Northcott Ave And W Hurlbut St,N Northcott Ave And W Somerset Ave,"[41.985903, -87.791457]","[41.98428, -87.78836]",170311003001,170311003001
1315,1521,On N Ottawa Ave From W Ardmore Ave To W Thorndale Ave,N Ottawa Ave And W Ardmore Ave,N Ottawa Ave And W Thorndale Ave,"[41.985152, -87.818029]","[41.986964, -87.81803]",170311004003,170311004003
1316,1522,On N Ottawa Ave From W Rosedale Ave To W Peterson Ave,N Ottawa Ave And W Rosedale Ave,N Ottawa Ave And W Peterson Ave,"[41.9879458, -87.8180417]","[41.9887636, -87.8179343]",170311004002,170311004003
1317,1523,On N Ozanam Ave From N Kennedy Express Er To W Bryn Mawr Ave,N Ozanam Ave And N Kennedy Express Er,N Ozanam Ave And W Bryn Mawr Ave,"[41.9836391, -87.82173975]","[41.981437, -87.821771]",170311005004,170311005004
1318,1524,On N Parkside Ave From W West End Ave To W Fulton St,N Parkside Ave And W West End Ave,N Parkside Ave And W Fulton St,"[41.884218, -87.766604]","[41.8857, -87.766665]",170312520001,170312520001
1319,1525,On N Racine Ave From W Hubbard St To W Kinzie St,N Racine Ave And W Hubbard St,N Racine Ave And W Kinzie St,"[41.890004, -87.657375]","[41.8889499, -87.6569745]",170312434002,170312435001
1320,1526,On N Sacramento Ave From W Logan Blvd To W Altgeld St,N Sacramento Ave And W Logan Blvd,N Sacramento Ave And W Altgeld St,"[41.9284443, -87.7023995]","[41.92663, -87.702346]",170312204002,170312204002
1321,1527,On N Sangamon St From N Milwaukee Ave To W Huron St,N Sangamon St And N Milwaukee Ave,N Sangamon St And W Huron St,"[41.893816, -87.6513185]","[41.895036, -87.651119]",170312435002,170312435002
1322,1528,On N Seminary Ave From W Dickens Ave To W Armitage Ave,N Seminary Ave And W Dickens Ave,N Seminary Ave And W Armitage Ave,"[41.919909, -87.655813]","[41.918049, -87.6557917]",170310710002,170318326002
1323,1529,On N Springfield Ave From W Ohio St To W Ferdinand St,N Springfield Ave And W Ohio St,N Springfield Ave And W Ferdinand St,"[41.8917221, -87.7235339]","[41.8898785, -87.723498]",170312315006,170312315005
1324,1530,On N Talman Ave From W Logan Blvd To W Schubert Ave,N Talman Ave And W Logan Blvd,N Talman Ave And W Schubert Ave,"[41.9282169, -87.693842]","[41.930288, -87.693909]",170312203001,170312203001
1325,1531,On N Troy St From W Chicago Ave To W Ohio St,N Troy St And W Chicago Ave,N Troy St And W Ohio St,"[41.895576, -87.705349]","[41.891903, -87.705212]",170318366001,170318367002
1326,1532,On N Wabash Ave From E Grand Ave To E Superior St,N Wabash Ave And E Grand Ave,N Wabash Ave And E Superior St,"[41.891706, -87.626697]","[41.895708, -87.626822]",170310815002,170310815002
1327,1534,On N Washtenaw Ave From W Albion Ave To W Devon Ave,N Washtenaw Ave And W Albion Ave,N Washtenaw Ave And W Devon Ave,"[42.0012269, -87.6972906]","[41.997595, -87.697222]",170310206023,170310208023
1328,1535,On N Washtenaw Ave From W Birchwood Ave To W Fargo Ave,N Washtenaw Ave And W Birchwood Ave,N Washtenaw Ave And W Fargo Ave,"[42.017575, -87.697273]","[42.0166681, -87.6972938]",170310202004,170310202004
1329,1536,On N Washtenaw Ave From W Thorndale Ave To W Ardmore Ave,N Washtenaw Ave And W Thorndale Ave,N Washtenaw Ave And W Ardmore Ave,"[41.9885863, -87.6969119]","[41.9867639, -87.6968579]",170310208012,170310208013
1330,1537,On S Rockwell St From W 54th St To W 55th St,S Rockwell St And W 54th St,S Rockwell St And W 55th St,"[41.7956308, -87.6889636]","[41.793818, -87.688925]",170316305002,170316305002
1331,1538,On N Willard Ct From W Superior St To W Huron St,N Willard Ct And W Superior St,N Willard Ct And W Huron St,"[41.895313, -87.658462]","[41.8944022, -87.6584549]",170312434001,170312434001
1332,1539,On S Aberdeen St From W 77th St To W 79th St,S Aberdeen St And W 77th St,S Aberdeen St And W 79th St,"[41.754175, -87.651406]","[41.750539, -87.651324]",170317102003,170317108005
1333,1540,On N Meade Ave From N Avondale Ave To W Balmoral Ave,N Meade Ave And N Avondale Ave,N Meade Ave And W Balmoral Ave,"[41.980074, -87.780791]","[41.9792892, -87.7808984]",170311103001,170311103002
1334,1541,On N Mcvicker Ave From N Northwest Hwy To W Bryn Mawr Ave,N Mcvicker Ave And N Northwest Hwy,N Mcvicker Ave And W Bryn Mawr Ave,"[41.981244, -87.779332]","[41.982869, -87.779227]",170311102002,170311102002
1335,1542,On S Aberdeen St From W 85th St To W 87th St,S Aberdeen St And W 85th St,S Aberdeen St And W 87th St,"[41.7395927, -87.6509899]","[41.735912, -87.650925]",170317110003,170317114002
1336,1543,On N Marmora Ave From W Bryn Mawr Ave To W Catalpa Ave,N Marmora Ave And W Bryn Mawr Ave,N Marmora Ave And W Catalpa Ave,"[41.982873, -87.775622]","[41.981066, -87.775661]",170311102002,170311102002
1337,1544,On N May St From W Kinzie St To W Hubbard St,N May St And W Kinzie St,N May St And W Hubbard St,"[41.8889591, -87.6557182]","[41.890019, -87.655774]",170318330002,170312435001
1338,1545,On E 73rd St From S Cottage Grove Ave To S South Chicago Ave,E 73rd St And S Cottage Grove Ave,E 73rd St And S South Chicago Ave,"[41.762215, -87.605502]","[41.762275, -87.60052]",170316909002,170318418001
1339,1546,On E 75th St From S Drexel Ave To S Ingleside Ave,E 75th St And S Drexel Ave,E 75th St And S Ingleside Ave,"[41.758594, -87.602948]","[41.758608, -87.601736]",170316915001,170316915001
1340,1547,On N Aberdeen St From W Kinzie St To W Hubbard St,N Aberdeen St And W Kinzie St,N Aberdeen St And W Hubbard St,"[41.888967, -87.654564]","[41.890026, -87.654597]",170318330001,170312435001
1341,1548,On N Albany Ave From W Carmen Ave To W Argyle St,N Albany Ave And W Carmen Ave,N Albany Ave And W Argyle St,"[41.9739684, -87.706205]","[41.972105, -87.706136]",170311401001,170311401002
1342,1549,On N Avers Ave From W Ohio St To W Ferdinand St,N Avers Ave And W Ohio St,N Avers Ave And W Ferdinand St,"[41.891737, -87.722317]","[41.889899, -87.722273]",170312315006,170312315005
1343,1550,On N Canfield Ave From W Bryn Mawr Ave To W Balmoral Ave,N Canfield Ave And W Bryn Mawr Ave,N Canfield Ave And W Balmoral Ave,"[41.981377, -87.823713]","[41.977748, -87.824181]",170311005004,170311005004
1344,1551,On N Clark St From W Randolph St To W Calhoun Pl,N Clark St And W Randolph St,N Clark St And W Calhoun Pl,"[41.884509, -87.630926]","[41.882588, -87.630899]",170318391001,170318391001
1345,1552,On N Elizabeth St From W Madison St To W Washington Blvd,N Elizabeth St And W Madison St,N Elizabeth St And W Washington Blvd,"[41.881648, -87.658767]","[41.882982, -87.658801]",170318330002,170318330002
1346,1553,On N Fairfield Ave From W Albion Ave To W Devon Ave,N Fairfield Ave And W Albion Ave,N Fairfield Ave And W Devon Ave,"[42.0012269, -87.6985183]","[41.997576, -87.698437]",170310206011,170310208023
1347,1554,On N Hamlin Ave From W Belmont Ave To N Milwaukee Ave,N Hamlin Ave And W Belmont Ave,N Hamlin Ave And N Milwaukee Ave,"[41.939177, -87.722312]","[41.937926, -87.721892]",170318311004,170312105012
1348,1556,On N Janssen Ave From W Grace St To W Addison St,N Janssen Ave And W Grace St,N Janssen Ave And W Addison St,"[41.950691, -87.66573]","[41.947081, -87.665211]",170310604001,170310604002
1349,1557,On N Keeler Ave From W Devon Ave To W Granville Ave,N Keeler Ave And W Devon Ave,N Keeler Ave And W Granville Ave,"[41.997149, -87.733782]","[41.9937036, -87.7337414]",170311203001,170311203001
1350,1558,On N Kenneth Ave From W Carmen Ave To W Ainslie St,N Kenneth Ave And W Carmen Ave,N Kenneth Ave And W Ainslie St,"[41.9736022, -87.7393416]","[41.969965, -87.73921]",170311404004,170311404004
1351,1559,On N Kildare Ave From W Devon Ave To W Granville Ave,N Kildare Ave And W Devon Ave,N Kildare Ave And W Granville Ave,"[41.997147, -87.736214]","[41.993705, -87.7361575]",170311203005,170311203001
1352,1560,On N Magnolia Ave From W Thorndale Ave To W Rosedale Ave,N Magnolia Ave And W Thorndale Ave,N Magnolia Ave And W Rosedale Ave,"[41.9899813, -87.661537]","[41.988993, -87.661545]",170310302002,170310305001
1353,1561,On N Kilpatrick Ave From N Sauganash Ave To N Hiawatha Ave,N Kilpatrick Ave And N Sauganash Ave,N Kilpatrick Ave And N Hiawatha Ave,"[41.9947528, -87.7428317]","[41.9916767, -87.7454214]",170311203006,170311203006
1354,1562,On N Knox Ave From N Hiawatha Ave To N Ionia Ave,N Knox Ave And N Hiawatha Ave,N Knox Ave And N Ionia Ave,"[41.9911904, -87.7443842]","[41.9927645, -87.7430654]",170311203004,170311203006
1355,1563,On N Kolmar Ave From W Rosemont Ave To N Sauganash Ave,N Kolmar Ave And W Rosemont Ave,N Kolmar Ave And N Sauganash Ave,"[41.9956383, -87.7422906]","[41.9947528, -87.7428317]",170311203005,170311203006
1356,1564,On N Lakewood Ave From W Rosemont Ave To W Granville Ave,N Lakewood Ave And W Rosemont Ave,N Lakewood Ave And W Granville Ave,"[41.9963881, -87.662971]","[41.9945112, -87.6629017]",170310302001,170310302002
1357,1565,On N Leavitt St From W North Ave To W Division St,N Leavitt St And W North Ave,N Leavitt St And W Division St,"[41.910408, -87.682346]","[41.903126, -87.682146]",170312405001,170312412001
1358,1566,On N Lowell Ave From W Devon Ave To W Granville Ave,N Lowell Ave And W Devon Ave,N Lowell Ave And W Granville Ave,"[41.997152, -87.737432]","[41.9937235, -87.7373922]",170311203005,170311203005
1359,1567,On N Harding Ave From W Ohio St To W Ferdinand St,N Harding Ave And W Ohio St,N Harding Ave And W Ferdinand St,"[41.891724, -87.72473]","[41.889879, -87.724662]",170312315006,170312315005
1360,1568,On N Ozark Ave From W Peterson Ave To W Rosedale Ave,N Ozark Ave And W Peterson Ave,N Ozark Ave And W Rosedale Ave,"[41.9887059, -87.8204496]","[41.9876235, -87.8204563]",170311004002,170311004002
1361,1569,On N Overhill Ave From W Higgins Ave To W Bryn Mawr Ave,N Overhill Ave And W Higgins Ave,N Overhill Ave And W Bryn Mawr Ave,"[41.983168, -87.819275]","[41.981501, -87.81929]",170311005004,170311005004
1362,1570,On N Ottawa Ave From W Higgins Ave To W Bryn Mawr Ave,N Ottawa Ave And W Higgins Ave,N Ottawa Ave And W Bryn Mawr Ave,"[41.98294, -87.818024]","[41.981541, -87.818067]",170311005004,170311005004
1363,1571,On N Orleans St From W Wisconsin St To W Menomonee St,N Orleans St And W Wisconsin St,N Orleans St And W Menomonee St,"[41.9165214, -87.6375414]","[41.9147684, -87.6374831]",170310715004,170310715004
1364,1572,On N Meade Ave From N Northwest Hwy To W Bryn Mawr Ave,N Meade Ave And N Northwest Hwy,N Meade Ave And W Bryn Mawr Ave,"[41.981899, -87.780514]","[41.982872, -87.78042]",170311102002,170311102002
1365,1573,On N Neva Ave From N Avondale Ave To W Hood Ave,N Neva Ave And N Avondale Ave,N Neva Ave And W Hood Ave,"[41.995088, -87.805535]","[41.9923278, -87.8056391]",170311002005,170311003004
1366,1574,On N Moody Ave From N Avondale Ave To W Foster Ave,N Moody Ave And N Avondale Ave,N Moody Ave And W Foster Ave,"[41.980866, -87.782198]","[41.975626, -87.782353]",170311103001,170311103003
1367,1575,On N Melvina Ave From W Foster Ave To W Balmoral Ave,N Melvina Ave And W Foster Ave,N Melvina Ave And W Balmoral Ave,"[41.975619, -87.783038]","[41.979288, -87.7835513]",170311103003,"[41.979288, -87.7835513]"
1368,1576,On N Peoria St From W Erie St To W Huron St,N Peoria St And W Erie St,N Peoria St And W Huron St,"[41.8933435, -87.6500686]","[41.8950597, -87.6501288]",170312435002,170312435002
1369,1577,On N Northcott Ave From N Neva Ave To N Nickerson Ave,N Northcott Ave And N Neva Ave,N Northcott Ave And N Nickerson Ave,"[41.9933538, -87.805641]","[41.9922921, -87.8037318]",170311003004,170311003004
1370,1578,On N Racine Ave From W Kinzie St To W Hubbard St,N Racine Ave And W Kinzie St,N Racine Ave And W Hubbard St,"[41.8889499, -87.6569745]","[41.890004, -87.657375]",170312435001,170312434002
1371,1579,On S Aberdeen St From W 73rd St To W 74th St,S Aberdeen St And W 73rd St,S Aberdeen St And W 74th St,"[41.761459, -87.65161]","[41.759641, -87.651561]",170316814002,170316814002
1372,1580,On N Sawyer Ave From W Huron St To W Chicago Ave,N Sawyer Ave And W Huron St,N Sawyer Ave And W Chicago Ave,"[41.893711, -87.70772]","[41.895555, -87.707804]",170318367001,170318366001
1373,1581,On N Seminary Ave From W Diversey School Ct To N Lincoln Ave,N Seminary Ave And W Diversey School Ct,N Seminary Ave And N Lincoln Ave,"[41.932172, -87.655818]","[41.930746, -87.656157]",170310704001,170310704001
1374,1582,On N Talman Ave From W Albion Ave To W Devon Ave,N Talman Ave And W Albion Ave,N Talman Ave And W Devon Ave,"[42.0012508, -87.6960675]","[41.99762, -87.696008]",170310206023,170310208023
1375,1583,On N Throop St From W Chicago Ave To W Huron St,N Throop St And W Chicago Ave,N Throop St And W Huron St,"[41.896214, -87.660435]","[41.8943723, -87.6603754]",170318423001,170312434001
1376,1584,On N Union Ave From W Grand Ave To W Hubbard St,N Union Ave And W Grand Ave,N Union Ave And W Hubbard St,"[41.8912077, -87.6458148]","[41.8901, -87.645794]",170318423002,170318423002
