,Unnamed: 0,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
3199,3199,[170 -04] 39743,On N Washtenaw Ave From W Belmont Ave To N Elston Ave,2019-2023,N Washtenaw Ave And W Belmont Ave,N Washtenaw Ave And N Elston Ave,"[42.01914485, -87.697255550009]","[41.937354, -87.695303]",170310202004,170312109001
3200,3200,[170 -04] 39743,On N Washtenaw Ave From W Fargo Ave To W Jarvis Ave,2019-2023,N Washtenaw Ave And W Fargo Ave,N Washtenaw Ave And W Jarvis Ave,"[42.0166681, -87.6972938]","[42.0157554, -87.6972992]",170310202004,170310202004
3201,3201,[170 -04] 39743,On N Western Ave From W Granville Ave To W Devon Ave,2019-2023,N Western Ave And W Granville Ave,N Western Ave And W Devon Ave,"[41.9940952, -87.6897356]","[41.99773, -87.689814]",170310209013,170310209011
3202,3202,[170 -04] 39743,On N Mcvicker Ave From W Foster Ave To W Balmoral Ave,2019-2023,N Mcvicker Ave And W Foster Ave,N Mcvicker Ave And W Balmoral Ave,"[41.975624, -87.779404]","[41.979241, -87.779539]",170311103003,170311103002
3203,3203,[170 -04] 39743,On N Sacramento Ave From W Sherwin Ave To W Touhy Ave,2019-2023,N Sacramento Ave And W Sherwin Ave,N Sacramento Ave And W Touhy Ave,"[42.0146955, -87.7044184]","[42.011983, -87.7044446]",170310202001,170310202001
3204,3204,[170 -04] 39743,On N Mayfield Ave From W West End Ave To W Fulton St,2019-2023,N Mayfield Ave And W West End Ave,N Mayfield Ave And W Fulton St,"[41.884156, -87.771862]","[41.885591, -87.771898]",170312520003,170312520004
3205,3205,[170 -04] 39743,On N Hermitage Ave From W Waveland Ave To W Addison St,2019-2023,N Hermitage Ave And W Waveland Ave,N Hermitage Ave And W Addison St,"[41.948771, -87.672489]","[41.9469533, -87.6725465]",170310603002,170310603002
3206,3206,[170 -04] 39743,On N Maplewood Ave From W Birchwood Ave To W Fargo Ave,2019-2023,N Maplewood Ave And W Birchwood Ave,N Maplewood Ave And W Fargo Ave,"[42.0176446, -87.6937372]","[42.0167478, -87.6937158]",170310202004,170310202004
3207,3207,[170 -04] 39743,On S Aberdeen St From W 83rd St To W 84th St,2019-2023,S Aberdeen St And W 83rd St,S Aberdeen St And W 84th St,"[41.743254, -87.651112]","[41.741418, -87.651053]",170317108006,170317110001
3208,3208,[170 -04] 39743,On E 72nd Pl From S Dorchester Ave To S Blackstone Ave,2019-2023,E 72nd Pl And S Dorchester Ave,E 72nd Pl And S Blackstone Ave,"[41.763301, -87.590912]","[41.7633108, -87.5884671]",170314304002,170314304002
3209,3209,[170 -04] 39743,On E 73rd St From S Dorchester Ave To S Stony Island Ave,2019-2023,E 73rd St And S Dorchester Ave,E 73rd St And S Stony Island Ave,"[41.762362, -87.590896]","[41.762394, -87.585829]",170314304003,170314309001
3210,3210,[170 -04] 39743,On E 73rd St From S Rhodes Ave To S Eberhart Ave,2019-2023,E 73rd St And S Rhodes Ave,E 73rd St And S Eberhart Ave,"[41.762108, -87.611566]","[41.762088, -87.612768]",170316909003,170316909005
3211,3211,[170 -04] 39743,On E Ontario St From N St Clair St To N Michigan Ave,2019-2023,E Ontario St And N St Clair St,E Ontario St And N Michigan Ave,"[41.8933579, -87.6227094]","[41.8933415, -87.6242939]",170310814032,170310815002
3212,3212,[170 -04] 39743,On N Ada St From W Chicago Ave To W Huron St,2019-2023,N Ada St And W Chicago Ave,N Ada St And W Huron St,"[41.896198, -87.661372]","[41.8943603, -87.6613624]",170318423001,170312434001
3213,3213,[170 -04] 39743,On N Artesian Ave From W Birchwood Ave To W Fargo Ave,2019-2023,N Artesian Ave And W Birchwood Ave,N Artesian Ave And W Fargo Ave,"[42.0176945, -87.6913285]","[42.0168076, -87.691393]",170310202004,170310202004
3214,3214,[170 -04] 39743,On N Avondale Ave From W Hurlbut St To W Somerset Ave,2019-2023,N Avondale Ave And W Hurlbut St,N Avondale Ave And W Somerset Ave,"[41.986648, -87.7907]","[41.984946, -87.787703]",170311003001,170311003001
3215,3215,[170 -04] 39743,On N California Ave From W Foster Ave To W Carmen Ave,2019-2023,N California Ave And W Foster Ave,N California Ave And W Carmen Ave,"[42.0096175000001, -87.6997705000191]","[41.974012, -87.698875]",170310203013,170310403003
3216,3216,[170 -04] 39743,On N Carpenter St From W Kinzie St To W Hubbard St,2019-2023,N Carpenter St And W Kinzie St,N Carpenter St And W Hubbard St,"[41.888976, -87.653389]","[41.890046, -87.653434]",170318330001,170312435001
3217,3217,[170 -04] 39743,On N Damen Ave From W Warren Blvd To W Monroe St,2019-2023,N Damen Ave And W Warren Blvd,N Damen Ave And W Monroe St,"[41.8822439, -87.6767199]","[41.88322830200195, -87.63240051269531]",170318378002,170318391001
3218,3218,[170 -04] 39743,On N Mason Ave From N Northwest Hwy To W Bryn Mawr Ave,2019-2023,N Mason Ave And N Northwest Hwy,N Mason Ave And W Bryn Mawr Ave,"[41.979904, -87.776939]","[41.982863, -87.776842]",170311102002,170311102002
3219,3219,[170 -04] 39743,On N Elston Ave From N Albany Ave To W Henderson St,2019-2023,N Elston Ave And N Albany Ave,N Elston Ave And W Henderson St,"[41.944207, -87.705267]","[41.941363, -87.701141]",170312101003,170312101001
3220,3220,[170 -04] 39743,On N Hamlin Ave From W Fullerton Ave To W Wrightwood Ave,2019-2023,N Hamlin Ave And W Fullerton Ave,N Hamlin Ave And W Wrightwood Ave,"[41.924602, -87.72189]","[41.928206, -87.721982]",170312207013,170312207021
3221,3221,[170 -04] 39743,On N Karlov Ave From W Devon Ave To W Granville Ave,2019-2023,N Karlov Ave And W Devon Ave,N Karlov Ave And W Granville Ave,"[41.997147, -87.731362]","[41.9936927, -87.7313049]",170311203001,170311203001
3222,3222,[170 -04] 39743,On N Kenmore Ave From W Winona St To W Argyle St,2019-2023,N Kenmore Ave And W Winona St,N Kenmore Ave And W Argyle St,"[41.9752669, -87.6563762]","[41.973255, -87.656328]",170310312004,170310312004
3223,3223,[170 -04] 39743,On N Kerbs Ave From N Caldwell Ave To N Kercheval Ave,2019-2023,N Kerbs Ave And N Caldwell Ave,N Kerbs Ave And N Kercheval Ave,"[41.9857616, -87.7419107]","[41.984904, -87.744615]",170311203003,170311203003
3224,3224,[170 -04] 39743,On N Kilpatrick Ave From N Elston Ave To N Kennison Ave,2019-2023,N Kilpatrick Ave And N Elston Ave,N Kilpatrick Ave And N Kennison Ave,"[41.9702524, -87.7436728]","[41.972284, -87.741067]",170311404005,170311404005
3225,3225,[170 -04] 39743,On N Kimball Ave From W Irving Park Rd To W Byron St,2019-2023,N Kimball Ave And W Irving Park Rd,N Kimball Ave And W Byron St,"[41.953814, -87.712889]","[41.952044, -87.712832]",170311608005,170311608005
3226,3226,[170 -04] 39743,On N Kolmar Ave From W Bryn Mawr Ave To N Rogers Ave,2019-2023,N Kolmar Ave And W Bryn Mawr Ave,N Kolmar Ave And N Rogers Ave,"[41.9826471, -87.7419257]","[41.9846782, -87.7419763]",170311203003,170311203003
3227,3227,[170 -04] 39743,On N Kostner Ave From W Devon Ave To W Rosemont Ave,2019-2023,N Kostner Ave And W Devon Ave,N Kostner Ave And W Rosemont Ave,"[41.997153, -87.738605]","[41.9953479, -87.7379761]",170311203005,170311203005
3228,3228,[170 -04] 39743,On N Lavergne Ave From W Ohio St To W Race Ave,2019-2023,N Lavergne Ave And W Ohio St,N Lavergne Ave And W Race Ave,"[41.8913482, -87.7505913]","[41.8904408, -87.7505406]",170312516001,170312516002
3229,3229,[170 -04] 39743,On N Lemont Ave From W Rosemont Ave To N Ionia Ave,2019-2023,N Lemont Ave And W Rosemont Ave,N Lemont Ave And N Ionia Ave,"[41.9956513, -87.7435147]","[41.9937274, -87.7451063]",170311203006,170311203006
3230,3230,[170 -04] 39743,On N Magnolia Ave From W Rosemont Ave To W Granville Ave,2019-2023,N Magnolia Ave And W Rosemont Ave,N Magnolia Ave And W Granville Ave,"[41.9963683, -87.6617444]","[41.9945423, -87.6616849]",170310302001,170310302001
3231,3231,[170 -04] 39743,On N Francisco Ave From W Ainslie St To W Argyle St,2019-2023,N Francisco Ave And W Ainslie St,N Francisco Ave And W Argyle St,"[41.970717, -87.701208]","[41.972151, -87.701251]",170310403003,170310403003
3232,3232,[170 -04] 39743,On S Aberdeen St From W Adams St To W Monroe St,2019-2023,S Aberdeen St And W Adams St,S Aberdeen St And W Monroe St,"[41.879124, -87.654604]","[41.880386, -87.654665]",170318331001,170318331001
3233,3233,[170 -04] 39743,On S Ada St From W 79th St To W 80th St,2019-2023,S Ada St And W 79th St,S Ada St And W 80th St,"[41.750444, -87.656992]","[41.748613, -87.657314]",170317107001,170317107002
3234,3234,[170 -04] 39743,On S May St From W Marquette Rd To W 69th St,2019-2023,S May St And W Marquette Rd,S May St And W 69th St,"[41.772365, -87.653107]","[41.768722, -87.652997]",170316810001,170316811005
3235,3235,[170 -04] 39743,On S Menard Ave From W 60th St To W 61st St,2019-2023,S Menard Ave And W 60th St,S Menard Ave And W 61st St,"[41.7834659, -87.7668125]","[41.7816259, -87.766733]",170316403004,170316403002
3236,3236,[170 -04] 39743,On S Menard Ave From W Railroad Ave To W Fillmore St,2019-2023,S Menard Ave And W Railroad Ave,S Menard Ave And W Fillmore St,"[41.8699922, -87.7694024]","[41.8673628, -87.7692604]",170318314002,170318314002
3237,3237,[170 -04] 39743,On S Miller St From W Polk St To W Taylor St,2019-2023,S Miller St And W Polk St,S Miller St And W Taylor St,"[41.8718602, -87.6522516]","[41.869488, -87.652216]",170318333001,170318333001
3238,3238,[170 -04] 39743,On S Morgan St From W 63rd St To W 64th St,2019-2023,S Morgan St And W 63rd St,S Morgan St And W 64th St,"[41.779686, -87.649649]","[41.7778681, -87.649608]",170316806002,170316810004
3239,3239,[170 -04] 39743,On S Morgan St From W Monroe St To W Adams St,2019-2023,S Morgan St And W Monroe St,S Morgan St And W Adams St,"[41.880436, -87.65199]","[41.879165, -87.651958]",170318331001,170318331001
3240,3240,[170 -04] 39743,On S Normal Ave From W 30th St To W 31st St,2019-2023,S Normal Ave And W 30th St,S Normal Ave And W 31st St,"[41.8399603, -87.639026]","[41.838164, -87.638975]",170318401002,170318401002
3241,3241,[170 -04] 39743,On S Oakley Ave From W 33rd St To W 34th St,2019-2023,S Oakley Ave And W 33rd St,S Oakley Ave And W 34th St,"[41.833943, -87.682677]","[41.832126, -87.682628]",170318403003,170318403003
3242,3242,[170 -04] 39743,On S Paulina St From W 81st St To W 85th St,2019-2023,S Paulina St And W 81st St,S Paulina St And W 85th St,"[41.746667, -87.6658]","[41.739373, -87.665587]",170317105002,170317112002
3243,3243,[170 -04] 39743,On S Peoria Dr From W 63rd St To W 64th St,2019-2023,S Peoria Dr And W 63rd St,S Peoria Dr And W 64th St,"[41.779743, -87.647202]","[41.77791, -87.647174]",170318348002,170316810004
3244,3244,[170 -04] 39743,On S Perry Ave From W 77th St To W 75th St,2019-2023,S Perry Ave And W 77th St,S Perry Ave And W 75th St,"[41.754527, -87.627919]","[41.758192, -87.628]",170316912002,170316911001
3245,3245,[170 -04] 39743,On S Princeton Ave From W 113th St To W 114th St,2019-2023,S Princeton Ave And W 113th St,S Princeton Ave And W 114th St,"[41.6888745, -87.6302005]","[41.687053, -87.630144]",170314913004,170314913003
3246,3246,[170 -04] 39743,On S Racine Ave From W 103rd St To W 104th St,2019-2023,S Racine Ave And W 103rd St,S Racine Ave And W 104th St,"[41.706829, -87.652563]","[41.7050091, -87.6525209]",170317306002,170317307002
3247,3247,[170 -04] 39743,On S Racine Ave From W 79th St To W 80th St,2019-2023,S Racine Ave And W 79th St,S Racine Ave And W 80th St,"[41.750498, -87.653762]","[41.748675, -87.653704]",170317107001,170317107002
3248,3248,[170 -04] 39743,On S Richmond St From W 79th St To W 80th St,2019-2023,S Richmond St And W 79th St,S Richmond St And W 80th St,"[41.749793, -87.696302]","[41.748073, -87.696234]",170317005014,170317005014
3249,3249,[170 -04] 39743,On S Rockwell St From W 70th St To W 71st St,2019-2023,S Rockwell St And W 70th St,S Rockwell St And W 71st St,"[41.766445, -87.688205]","[41.764616, -87.688148]",170316609003,170316610004
3250,3250,[170 -04] 39743,On S Sacramento Ave From W 79th St To W 80th St,2019-2023,S Sacramento Ave And W 79th St,S Sacramento Ave And W 80th St,"[41.749771, -87.697518]","[41.748058, -87.697469]",170317005014,170317005014
3251,3251,[170 -04] 39743,On S Sangamon St From W Monroe St To W Van Buren St,2019-2023,S Sangamon St And W Monroe St,S Sangamon St And W Van Buren St,"[41.880456, -87.65083]","[41.876648, -87.650725]",170318331001,170318331002
3252,3252,[170 -04] 39743,On S Sawyer Ave From W 46th St To S Archer Ave,2019-2023,S Sawyer Ave And W 46th St,S Sawyer Ave And S Archer Ave,"[41.809943, -87.70525]","[41.8134, -87.705434]",170315804002,170315804001
3253,3253,[170 -04] 39743,On S Seeley Ave From W 47th St To W 48th St,2019-2023,S Seeley Ave And W 47th St,S Seeley Ave And W 48th St,"[41.808531, -87.67594]","[41.806705, -87.675885]",170316103003,170316115001
3254,3254,[170 -04] 39743,On S State St From E 84th St To E 86th St,2019-2023,S State St And E 84th St,S State St And E 86th St,"[41.741845, -87.624312]","[41.73818, -87.624216]",170318424002,170318424002
3255,3255,[170 -04] 39743,On S Talman Ave From W 50th St To W 51st St,2019-2023,S Talman Ave And W 50th St,S Talman Ave And W 51st St,"[41.802898, -87.690384]","[41.801088, -87.690335]",170316302001,170316302001
3256,3256,[170 -04] 39743,On S Throop St From W 47th St To W 48th St,2019-2023,S Throop St And W 47th St,S Throop St And W 48th St,"[41.80874, -87.657691]","[41.806916, -87.657609]",170318426002,170316111001
3257,3257,[170 -04] 39743,On S May St From W 18th Pl To W 19th Pl,2019-2023,S May St And W 18th Pl,S May St And W 19th Pl,"[41.857321, -87.654839]","[41.855955, -87.654803]",170313105001,170313105001
3258,3258,[170 -04] 39743,On S Marshfield Ave From W 81st St To W 85th St,2019-2023,S Marshfield Ave And W 81st St,S Marshfield Ave And W 85th St,"[41.746688, -87.664587]","[41.739399, -87.664378]",170317105001,170317112002
3259,3259,[170 -04] 39743,On S Tripp Ave From W 27th St To W 28th St,2019-2023,S Tripp Ave And W 27th St,S Tripp Ave And W 28th St,"[41.842339, -87.730596]","[41.840485, -87.7305382]",170313018023,170313018033
3260,3260,[170 -04] 39743,On S Major Ave From W 61st St To W 62nd St,2019-2023,S Major Ave And W 61st St,S Major Ave And W 62nd St,"[41.7816819, -87.7642869]","[41.779859, -87.764223]",170316403001,170316403001
3261,3261,[170 -04] 39743,On S Maplewood Ave From W 73rd St To W 74th St,2019-2023,S Maplewood Ave And W 73rd St,S Maplewood Ave And W 74th St,"[41.760987, -87.6868006]","[41.7591676, -87.6867637]",170316610003,170316610003
3262,3262,[170 -04] 39743,On S Albany Ave From W 45th St To W 47th St,2019-2023,S Albany Ave And W 45th St,S Albany Ave And W 47th St,"[41.8118176, -87.7016657]","[41.808194, -87.701542]",170315805021,170318428003
3263,3263,[170 -04] 39743,On S Albany Ave From W 71st St To W 73rd St,2019-2023,S Albany Ave And W 71st St,S Albany Ave And W 73rd St,"[41.764419, -87.700374]","[41.7607749, -87.7002706]",170316609003,170316611003
3264,3264,[170 -04] 39743,On S Artesian Ave From W 73rd St To W 74th St,2019-2023,S Artesian Ave And W 73rd St,S Artesian Ave And W 74th St,"[41.761035, -87.684369]","[41.759205, -87.684329]",170316610003,170316610003
3265,3265,[170 -04] 39743,On S Bell Ave From W 33rd St To W 34th St,2019-2023,S Bell Ave And W 33rd St,S Bell Ave And W 34th St,"[41.833949, -87.681458]","[41.832134, -87.681414]",170318403003,170318403003
3266,3266,[170 -04] 39743,On S California Ave From W Fillmore St To W Roosevelt Rd,2019-2023,S California Ave And W Fillmore St,S California Ave And W Roosevelt Rd,"[41.8683419, -87.6959594]","[41.866546, -87.695907]",170318386002,170318433001
3267,3267,[170 -04] 39743,On S Carpenter St From W Polk St To W Taylor St,2019-2023,S Carpenter St And W Polk St,S Carpenter St And W Taylor St,"[41.871828, -87.653254]","[41.869461, -87.653188]",170318333001,170318333001
3268,3268,[170 -04] 39743,On S Dorchester Ave From E 72nd St To E 72nd Pl,2019-2023,S Dorchester Ave And E 72nd St,S Dorchester Ave And E 72nd Pl,"[41.764195, -87.590927]","[41.763301, -87.590912]",170314304002,170314304002
3269,3269,[170 -04] 39743,On S Eggleston Ave From W 100th St To W 108th St,2019-2023,S Eggleston Ave And W 100th St,S Eggleston Ave And W 108th St,"[41.712509, -87.633688]","[41.697917, -87.634127]",170317305002,170314911003
3270,3270,[170 -04] 39743,On S Elizabeth St From W 79th St To W 80th St,2019-2023,S Elizabeth St And W 79th St,S Elizabeth St And W 80th St,"[41.750473, -87.654951]","[41.748645, -87.65492]",170317107002,170317107002
3271,3271,[170 -04] 39743,On S Emerald Ave From W 45th St To W 46th St,2019-2023,S Emerald Ave And W 45th St,S Emerald Ave And W 46th St,"[41.812461, -87.6444019]","[41.810734, -87.644344]",170318426004,170318426004
3272,3272,[170 -04] 39743,On S Fairfield Ave From W 50th St To W 52nd St,2019-2023,S Fairfield Ave And W 50th St,S Fairfield Ave And W 52nd St,"[41.802857, -87.692795]","[41.799231, -87.692717]",170316302001,170316305004
3273,3273,[170 -04] 39743,On S Clyde Ave From E 99th St To E 100th St,2019-2023,S Clyde Ave And E 99th St,S Clyde Ave And E 100th St,"[41.715252, -87.571836]","[41.713398, -87.571842]",170315103004,170315103004
3274,3274,[170 -04] 39743,On S Green St From W Monroe St To W Van Buren St,2019-2023,S Green St And W Monroe St,S Green St And W Van Buren St,"[41.880483, -87.648483]","[41.876671, -87.648371]",170318331001,170318331001
3275,3275,[170 -04] 39743,On S Hamilton Ave From W 93rd St To W 95th St,2019-2023,S Hamilton Ave And W 93rd St,S Hamilton Ave And W 95th St,"[41.724681, -87.676082]","[41.721089, -87.675993]",170317201001,170317201001
3276,3276,[170 -04] 39743,On S Hermitage Ave From W 66th St To W Marquette Rd,2019-2023,S Hermitage Ave And W 66th St,S Hermitage Ave And W Marquette Rd,"[41.7739647, -87.6677197]","[41.772156, -87.667653]",170316715001,170316715001
3277,3277,[170 -04] 39743,On S Hoyne Ave From W 33rd St To W 34th St,2019-2023,S Hoyne Ave And W 33rd St,S Hoyne Ave And W 34th St,"[41.833996, -87.677808]","[41.832184, -87.677764]",170318403002,170318403002
3278,3278,[170 -04] 39743,On S Lowe Ave From W 66th St To W Marquette Rd,2019-2023,S Lowe Ave And W 66th St,S Lowe Ave And W Marquette Rd,"[41.77436, -87.640712]","[41.772547, -87.640329]",170316809001,170316809001
3279,3279,[170 -04] 39743,On S Justine St From W 65th St To W 66th St,2019-2023,S Justine St And W 65th St,S Justine St And W 66th St,"[41.775865, -87.6628971]","[41.774028, -87.662861]",170316711001,170316711001
3280,3280,[170 -04] 39743,On S Kenneth Ave From W Cermak Rd To W Ogden Ave,2019-2023,S Kenneth Ave And W Cermak Rd,S Kenneth Ave And W Ogden Ave,"[41.851305, -87.735626]","[41.847315, -87.735411]",170318434001,170318434001
3281,3281,[170 -04] 39743,On S Kolin Ave From W 27th St To W 28th St,2019-2023,S Kolin Ave And W 27th St,S Kolin Ave And W 28th St,"[41.842315, -87.732967]","[41.840466, -87.732963]",170313018012,170313018012
3282,3282,[170 -04] 39743,On S Laflin St From W 65th St To W 66th St,2019-2023,S Laflin St And W 65th St,S Laflin St And W 66th St,"[41.775885, -87.6616793]","[41.774049, -87.661644]",170316711001,170316711001
